time_step,pos_x,pos_z,eye_pos_valid,eye_pos_x,eye_pos_y
0,-315.390015,1173.160034,0,0,0
0.107086,-315.392517,1173.164062,0,0,0
0.110992,-315.398193,1173.172607,0,0,0
0.114838,-315.402435,1173.178101,0,0,0
0.113861,-315.40329,1173.178467,0,0,0
0.11087,-315.401855,1173.175659,0,0,0
0.110809,-315.400177,1173.173462,0,0,0
0.112152,-315.399445,1173.173218,0,0,0
0.110474,-315.399445,1173.173828,0,0,0
0.112549,-315.39975,1173.174072,0,0,0
0.11145,-315.400024,1173.174072,1,1122.255737,127.023582
0.106995,-315.400116,1173.17395,1,1195.07959,137.95697
0.113373,-315.400116,1173.173828,1,1235.64624,145.775009
0.111694,-315.400116,1173.173706,1,1247.908813,148.588959
0.10849,-315.400085,1173.173828,1,1235.588013,163.102325
0.112,-315.400055,1173.173828,1,988.776672,318.049347
0.112427,-315.400024,1173.173828,1,868.669006,403.298645
0.111603,-315.400055,1173.173828,1,824.112305,338.908264
0.11084,-315.400024,1173.173828,1,796.057251,316.630463
0.114166,-315.400055,1173.173706,1,789.834656,309.618286
0.114075,-315.400055,1173.173828,1,902.05957,320.960541
0.11377,-315.400085,1173.173828,1,985.252563,310.029572
0.110199,-315.400055,1173.173828,1,1097.71106,269.153259
0.104584,-315.400055,1173.173828,1,1212.055664,232.234772
0.109497,-315.400055,1173.173828,1,1216.474976,233.136551
0.112305,-315.400055,1173.173828,1,1318.600952,237.69136
0.112274,-315.400055,1173.173828,1,1319.860229,240.444901
0.109528,-315.400024,1173.173828,1,1320.279053,246.270996
0.100677,-315.400055,1173.173828,1,1215.345215,289.001892
0.112885,-315.400085,1173.173828,1,945.735413,396.595032
0.113464,-315.40033,1173.174438,1,915.886902,409.854156
0.111359,-315.400909,1173.175537,1,886.210876,427.029083
0.110382,-315.401855,1173.177368,1,914.670898,400.669434
0.101868,-315.40329,1173.18042,1,1299.467651,249.333328
0.113495,-315.405701,1173.185425,1,1283.734863,239.834641
0.113586,-315.409363,1173.192627,1,1256.339355,199.805405
0.101135,-315.413879,1173.201782,1,1297.030273,111.386246
0.110535,-315.420258,1173.214844,1,1259.943604,125.022179
0.100189,-315.427277,1173.229248,1,1239.379883,139.209351
0.110199,-315.43634,1173.247681,1,1228.241577,144.991257
0.111542,-315.44696,1173.269165,1,1221.983276,144.154938
0.109192,-315.45874,1173.293213,1,849.557251,335.115234
0.100586,-315.470764,1173.317627,1,835.753113,354.663605
0.110413,-315.485443,1173.347412,1,808.651611,348.941345
0.113281,-315.503204,1173.383545,1,793.462891,334.422791
0.112366,-315.526093,1173.430298,1,786.905396,334.808441
0.104858,-315.555084,1173.489136,1,786.343384,317.977814
0.112823,-315.597382,1173.575073,1,791.245667,322.981781
0.1026,-315.647827,1173.677002,1,886.835327,409.414673
0.11264,-315.717285,1173.817139,1,993.858582,509.257538
0.110748,-315.800415,1173.984131,1,987.418518,504.007904
0.104736,-315.892578,1174.168945,1,993.025146,501.430298
0.109833,-316.003571,1174.390991,1,983.517761,502.308533
0.112518,-316.132904,1174.648926,1,987.772583,509.771729
0.111237,-316.276337,1174.93457,1,983.406372,509.735809
0.100159,-316.418884,1175.218384,1,983.316284,502.889191
0.101166,-316.575958,1175.531372,1,1074.315918,474.81958
0.113434,-316.767517,1175.913696,1,1132.211914,462.059204
0.103241,-316.956696,1176.291382,1,1209.931641,461.201294
0.107422,-317.168488,1176.714966,1,1219.468506,463.794434
0.101532,-317.381989,1177.143555,1,1358.260376,464.268311
0.111206,-317.629913,1177.644165,1,1359.935913,459.312988
0.115814,-317.902863,1178.197998,1,1373.546509,469.926239
0.114594,-318.186737,1178.776855,1,1264.986084,527.280884
0.103455,-318.452087,1179.320801,1,1264.672974,475.62442
0.11615,-318.758148,1179.95166,1,1285.906616,417.438568
0.116333,-319.07312,1180.606445,1,986.244141,373.060883
0.117676,-319.399811,1181.293213,1,930.450684,414.592072
0.116119,-319.729156,1181.992432,1,928.441772,408.366058
0.115906,-320.064728,1182.711426,1,918.424988,404.540375
0.114807,-320.403503,1183.446655,1,926.858215,399.177612
0.100586,-320.702148,1184.108765,1,925.622131,393.830872
0.100616,-320.999329,1184.787354,1,917.932007,387.899078
0.100159,-321.291779,1185.479492,1,913.741882,392.501007
0.114777,-321.621582,1186.292358,1,893.226379,412.311981
0.116425,-321.947693,1187.134888,1,887.003967,408.9133
0.102112,-322.224091,1187.880127,1,881.864563,398.4216
0.116211,-322.525146,1188.719482,1,1009.28717,431.172424
0.115112,-322.807373,1189.533203,1,1006.087219,410.905945
0.117584,-323.081604,1190.353516,1,998.914246,377.605682
0.116241,-323.339203,1191.157471,1,978.198242,397.897949
0.11673,-323.580963,1191.954956,1,961.223633,411.54364
0.115997,-323.804657,1192.741699,1,953.614563,402.731171
0.102325,-323.989746,1193.43689,1,260.483734,232.13707
0.104706,-324.167999,1194.151367,1,265.539032,229.271561
0.117004,-324.355621,1194.956909,1,320.65155,265.615906
0.113647,-324.527679,1195.75293,1,311.993134,270.838623
0.117462,-324.694916,1196.587524,1,295.645599,303.170105
0.100983,-324.830109,1197.310669,1,289.078583,319.061646
0.107025,-324.965546,1198.084961,1,935.227417,393.47464
0.102356,-325.08783,1198.834961,1,947.09314,405.380035
0.102783,-325.202789,1199.594971,1,932.6203,400.495392
0.114105,-325.319611,1200.444946,1,929.198853,401.155487
0.101105,-325.41156,1201.205444,1,920.302307,394.432983
0.113647,-325.499298,1202.068481,1,916.703735,404.835602
