time_step,pos_x,pos_z,eye_pos_valid,eye_pos_x,eye_pos_y
0,-464.549988,-1216.650024,1,310.570099,302.932068
0.107422,-464.553131,-1216.647461,1,353.382172,530.797852
0.103516,-464.55423,-1216.646484,1,350.139648,538.571777
0.103516,-464.553833,-1216.646851,1,690.786194,463.358215
0.101562,-464.552856,-1216.647705,1,979.153625,382.065491
0.111328,-464.552612,-1216.647827,1,1076.02478,279.541382
0.101562,-464.553314,-1216.647339,1,1213.794922,182.84668
0.105469,-464.554016,-1216.647095,1,1211.313599,183.462891
0.111328,-464.554077,-1216.647095,1,1264.596313,184.469971
0.103516,-464.55365,-1216.647339,1,1264.247681,178.795898
0.103516,-464.553223,-1216.647461,1,1213.165039,157.88147
0.113281,-464.553223,-1216.647461,1,1215.513672,148.400391
0.101562,-464.553528,-1216.647461,1,1131.974854,444.795044
0.105469,-464.553741,-1216.647339,1,1132.619141,448.330261
0.109375,-464.553802,-1216.647339,1,1039.298096,524.877014
0.107422,-464.553741,-1216.647339,1,1031.280518,528.344421
0.105469,-464.55365,-1216.647339,1,1031.135986,527.716553
0.105469,-464.55365,-1216.647461,1,1199.549438,543.556274
0.101562,-464.55368,-1216.647339,1,1332.28894,557.101074
0.107422,-464.553711,-1216.647339,1,1355.881104,569.934509
0.111328,-464.553711,-1216.647339,1,1340.429077,487.397461
0.103516,-464.553711,-1216.647339,1,1352.874756,394.464233
0.107422,-464.55368,-1216.647339,1,1363.031372,404.931274
0.105469,-464.55365,-1216.647339,1,1352.694702,612.03772
0.107422,-464.55368,-1216.647339,1,1370.366089,609.974609
0.105469,-464.55368,-1216.647339,1,1394.219971,629.648499
0.101562,-464.55368,-1216.647339,1,1401.837402,628.077026
0.103516,-464.55368,-1216.647339,1,1388.520752,618.123657
0.107422,-464.553711,-1216.647339,1,1366.567749,384.665955
0.103516,-464.55368,-1216.647339,1,1363.72876,376.688721
0.103516,-464.55365,-1216.647339,1,1366.279785,324.204956
0.103516,-464.55368,-1216.647339,1,1361.757812,317.09436
0.105469,-464.553711,-1216.647339,1,1364.928833,323.662109
0.103516,-464.553711,-1216.647339,1,1368.651245,331.907471
0.103516,-464.553711,-1216.647217,1,1363.303467,332.486938
0.107422,-464.553711,-1216.647339,1,1365.76416,334.220703
0.105469,-464.553711,-1216.647339,1,1359.357422,326.422668
0.107422,-464.553711,-1216.647339,1,913.272766,508.810181
0.105469,-464.553741,-1216.647339,1,900.489624,393.891418
0.105469,-464.553711,-1216.647339,1,892.514526,264.327515
0.105469,-464.553711,-1216.647339,1,873.30188,414.878601
0.107422,-464.55368,-1216.647339,1,1176.644287,190.920959
0.105469,-464.553741,-1216.647339,1,1237.401611,148.106262
0.107422,-464.553711,-1216.647339,1,1236.512695,138.863708
0.103516,-464.553711,-1216.647339,1,1241.88501,140.143188
0.101562,-464.55368,-1216.647339,1,1288.270142,140.48938
0.107422,-464.553711,-1216.647339,1,1302.643921,139.305054
0.107422,-464.553741,-1216.647339,1,1297.981201,154.508301
0.105469,-464.554932,-1216.64624,1,1033.347412,391.431946
0.105469,-464.557953,-1216.643921,1,988.286987,427.692871
0.101562,-464.562592,-1216.640137,1,984.406677,420.129517
0.103516,-464.569061,-1216.63501,1,974.330017,420.609009
0.103516,-464.576996,-1216.628662,1,976.272461,429.456848
0.103516,-464.586731,-1216.620728,1,774.338074,349.641235
0.105469,-464.598145,-1216.611572,1,740.592163,356.000977
0.107422,-464.611267,-1216.601074,1,670.219543,354.151672
0.105469,-464.626099,-1216.589233,1,307.326416,396.766785
0.105469,-464.642517,-1216.575928,1,-38.662712,426.600525
0.105469,-464.660522,-1216.561401,1,-52.308411,433.658203
0.107422,-464.680084,-1216.545532,1,-53.524475,434.037354
0.105469,-464.701447,-1216.528198,1,588.542236,427.109863
0.113281,-464.725677,-1216.508789,1,857.287292,419.672241
0.101562,-464.749207,-1216.489746,1,854.790771,423.814209
0.107422,-464.775452,-1216.46875,1,851.670471,418.500671
0.107422,-464.803314,-1216.446289,1,854.956177,421.611938
0.107422,-464.832672,-1216.422852,1,766.010254,385.076721
0.109375,-464.863831,-1216.397827,1,717.913208,351.543823
0.109375,-464.896698,-1216.37146,1,677.047607,360.823608
0.107422,-464.930725,-1216.343994,1,680.5802,357.302185
0.107422,-464.9664,-1216.315063,1,678.697144,349.396729
0.107422,-465.002716,-1216.285522,1,674.119446,372.852051
0.107422,-465.040771,-1216.254272,1,1006.588562,500.570679
0.107422,-465.080536,-1216.221802,1,1017.322083,499.407898
0.111328,-465.122833,-1216.187012,1,1021.633789,492.798218
0.113281,-465.167725,-1216.150391,1,1056.843506,501.884888
0.103516,-465.210114,-1216.115601,1,1100.928345,514.533875
0.113281,-465.257568,-1216.076782,1,1100.907349,509.489014
0.111328,-465.305634,-1216.037354,1,1097.332886,509.921631
0.109375,-465.35498,-1215.996948,1,1097.108765,505.938904
0.109375,-465.405487,-1215.955688,1,1093.020996,510.475586
0.111328,-465.457947,-1215.912476,1,1080.361206,506.678101
0.107422,-465.511414,-1215.86853,1,908.673279,489.060181
0.109375,-465.567474,-1215.822632,1,910.626343,496.789185
0.105469,-465.625092,-1215.775146,1,915.945435,482.765625
0.109375,-465.687744,-1215.723511,1,850.538452,482.534241
0.107422,-465.75354,-1215.669434,1,768.229126,466.177368
0.107422,-465.824799,-1215.610596,1,767.014404,465.90033
0.113281,-465.905365,-1215.544067,1,541.207581,459.313721
0.111328,-465.993591,-1215.471191,1,62.414551,421.225891
0.113281,-466.09082,-1215.390747,1,54.662842,434.827515
0.115234,-466.198792,-1215.301392,1,147.823898,391.448853
0.113281,-466.317322,-1215.203003,1,141.985672,408.557007
0.115234,-466.448303,-1215.094116,1,156.036194,406.175171
0.101562,-466.572662,-1214.990479,1,1045.604858,265.598389
0.115234,-466.725311,-1214.862915,1,968.860535,472.497009
0.115234,-466.891174,-1214.724121,1,983.820068,466.593506
0.101562,-467.046295,-1214.593994,1,976.334351,467.427246
0.117188,-467.237823,-1214.433105,1,978.565186,452.863037
0.103516,-467.418121,-1214.281006,1,856.183044,421.630737
0.105469,-467.610443,-1214.117065,1,760.10437,395.904785
0.103516,-467.806183,-1213.949219,1,700.726624,367.320496
0.115234,-468.036896,-1213.75,1,687.734009,363.529175
0.113281,-468.272888,-1213.544556,1,1058.195068,501.414551
0.113281,-468.523682,-1213.324951,1,1068.346313,508.863892
0.117188,-468.792297,-1213.088501,1,1309.267578,596.902466
0.117188,-469.072968,-1212.839478,1,1308.59375,590.94165
0.103516,-469.329071,-1212.610352,1,1299.329712,574.884399
0.109375,-469.606964,-1212.358765,1,1352.469482,593.631226
0.103516,-469.876801,-1212.111694,1,1354.716553,597.643433
0.105469,-470.154022,-1211.85498,1,1367.253052,621.055115
0.103516,-470.435211,-1211.590576,1,1366.927734,619.826782
0.107422,-470.724304,-1211.315186,1,1059.289795,475.740479
0.105469,-471.01236,-1211.037476,1,1009.406006,458.744263
0.103516,-471.302551,-1210.754028,1,1004.647949,461.819031
0.103516,-471.591827,-1210.466919,1,1003.286255,446.497864
0.107422,-471.892914,-1210.162964,1,939.636536,477.598267
0.103516,-472.18634,-1209.860718,1,941.478943,485.415039
0.103516,-472.477234,-1209.55481,1,938.487244,476.659058
0.103516,-472.770905,-1209.239258,1,935.254639,480.677002
0.103516,-473.06604,-1208.914673,1,935.082275,467.014099
0.107422,-473.365417,-1208.576904,1,933.908813,471.453613
0.109375,-473.67337,-1208.219604,1,926.617126,469.914612
0.105469,-473.968231,-1207.868286,1,921.078674,471.074097
0.105469,-474.257935,-1207.513306,1,912.937073,455.219482
0.101562,-474.534912,-1207.164551,1,909.282104,456.404541
0.101562,-474.809753,-1206.808716,1,931.034729,467.636169
0.117188,-475.124542,-1206.388306,1,1027.606689,529.560608
0.101562,-475.390564,-1206.02124,1,1017.891479,531.892151
0.103516,-475.656403,-1205.643555,1,1008.183594,511.198608
0.117188,-475.955505,-1205.204224,1,938.859863,498.466187
0.103516,-476.210571,-1204.817505,1,878.942993,463.073853
0.103516,-476.456726,-1204.432495,1,871.376404,472.548401
0.103516,-476.692047,-1204.053101,1,862.884338,467.535828
0.119141,-476.957642,-1203.610474,1,856.439514,468.377808
0.117188,-477.204346,-1203.181641,1,1046.117432,528.536438
0.115234,-477.439453,-1202.753784,1,1062.048828,533.206055
0.101562,-477.632996,-1202.385864,1,1045.679321,540.150513
0.115234,-477.842133,-1201.971069,1,897.490967,495.562378
0.115234,-478.041534,-1201.556519,1,882.638,497.529785
0.115234,-478.230133,-1201.148438,1,878.602295,489.581665
0.113281,-478.409119,-1200.747437,1,878.116333,490.91272
0.117188,-478.5849,-1200.340698,1,868.96344,483.684387
0.117188,-478.751892,-1199.937866,1,868.126953,484.380493
0.117188,-478.910736,-1199.537598,1,1086.717529,494.172363
0.115234,-479.061096,-1199.14563,1,1091.692383,487.845337
0.103516,-479.189087,-1198.803345,1,954.390137,508.431213
0.101562,-479.312195,-1198.468872,1,887.976562,507.341919
0.101562,-479.432526,-1198.139893,1,886.448364,491.309692
0.115234,-479.568268,-1197.765991,1,883.415894,454.958008
0.101562,-479.681824,-1197.44812,1,1015.891052,240.646362
0.103516,-479.794739,-1197.126465,1,798.626099,447.464783
0.115234,-479.916565,-1196.767456,1,806.141541,501.333984
0.101562,-480.018188,-1196.456787,1,805.819031,497.429565
0.107422,-480.119751,-1196.133301,1,798.5047,495.467834
0.105469,-480.215057,-1195.818481,1,796.77594,496.11792
0.117188,-480.316528,-1195.472778,1,780.417419,512.445068
0.115234,-480.412231,-1195.136353,1,771.989075,496.011475
0.115234,-480.506958,-1194.796509,1,948.438843,580.845825
0.101562,-480.586456,-1194.507935,1,947.259888,575.255981
0.113281,-480.674774,-1194.184204,1,834.502625,541.920471
0.115234,-480.762573,-1193.856567,1,831.698303,525.865417
0.101562,-480.837494,-1193.570068,1,831.622803,530.689575
0.117188,-480.920959,-1193.241455,1,838.487915,455.800354
0.115234,-481.00058,-1192.917236,1,794.82782,343.299561
0.101562,-481.06723,-1192.638306,1,806.257629,471.071411
0.117188,-481.142853,-1192.313599,1,716.580322,422.931885
0.107422,-481.209991,-1192.017578,1,712.066772,431.539368
0.111328,-481.276672,-1191.716431,1,797.231689,507.879517
0.105469,-481.33844,-1191.431641,1,802.075012,494.255737
0.101562,-481.397736,-1191.154175,1,791.565857,492.900269
0.105469,-481.457397,-1190.872314,1,789.640259,488.138367
0.103516,-481.515594,-1190.595337,1,727.04126,547.078613
0.103516,-481.573242,-1190.318481,1,725.734253,547.350525
0.101562,-481.629242,-1190.047119,1,724.005249,535.726501
0.103516,-481.685425,-1189.772339,1,744.907593,328.238037
0.103516,-481.740417,-1189.500854,1,726.727722,498.206726
0.101562,-481.793579,-1189.236084,1,724.750427,533.048889
0.117188,-481.855103,-1188.926392,1,729.923706,536.597656
0.103516,-481.907898,-1188.658203,1,725.236267,538.301514
0.109375,-481.963562,-1188.372803,1,720.943176,527.703369
0.103516,-482.015076,-1188.106567,1,720.177307,533.535156
0.101562,-482.065887,-1187.843018,1,723.815308,513.828125
0.103516,-482.116821,-1187.578857,1,718.67334,523.916016
0.105469,-482.169769,-1187.30542,1,721.63623,535.617188
0.103516,-482.22052,-1187.043701,1,748.914856,566.150513
0.103516,-482.271759,-1186.779297,1,754.119568,564.239014
0.101562,-482.321869,-1186.520386,1,668.057312,205.42926
0.105469,-482.373657,-1186.251221,1,738.383606,464.495239
0.103516,-482.424164,-1185.987061,1,740.094299,562.290283
0.103516,-482.474792,-1185.720093,1,740.413879,559.902344
0.101562,-482.524292,-1185.45752,1,739.889526,565.12793
0.105469,-482.575104,-1185.185669,1,740.001709,560.227173
0.117188,-482.632812,-1184.875244,1,743.64679,609.396423
0.101562,-482.682404,-1184.606689,1,739.705688,617.904053
0.101562,-482.732422,-1184.335205,1,740.39624,614.362183
0.101562,-482.783936,-1184.054199,1,732.699219,635.633972
0.117188,-482.843933,-1183.72644,1,732.893982,629.948975
0.115234,-482.904633,-1183.393188,1,732.132263,632.320312
0.115234,-482.967224,-1183.048096,1,729.335022,639.59082
0.103516,-483.023865,-1182.733643,1,721.312195,642.156128
0.105469,-483.083466,-1182.401123,1,720.044983,633.345581
0.105469,-483.143829,-1182.062134,1,723.834351,628.222534
0.103516,-483.204712,-1181.718506,1,697.748535,594.573547
0.105469,-483.266846,-1181.366089,1,677.786072,549.789978
0.103516,-483.329865,-1181.00708,1,680.748474,560.231445
0.105469,-483.395966,-1180.629761,1,677.234253,554.288574
0.101562,-483.460541,-1180.260254,1,654.458252,574.681824
0.101562,-483.526703,-1179.881348,1,1000.310303,329.547424
0.117188,-483.605408,-1179.430054,1,1259.333252,174.872681
0.105469,-483.676208,-1179.022705,1,1217.12085,163.328125
0.103516,-483.748657,-1178.605713,1,1235.851807,157.517883
0.101562,-483.819305,-1178.198975,1,1287.706909,152.610168
0.117188,-483.903809,-1177.711914,1,462.032318,219.824951
0.105469,-483.981415,-1177.264771,1,701.427307,525.563843
0.107422,-484.062439,-1176.79895,1,681.702148,531.857056
0.101562,-484.13858,-1176.361084,1,650.50769,573.587769
0.101562,-484.217163,-1175.909058,1,648.617676,574.73291
0.103516,-484.296173,-1175.454956,1,651.278442,559.215698
0.103516,-484.378021,-1174.98584,1,611.985718,574.428711
0.101562,-484.457031,-1174.535645,1,600.349121,579.952759
0.115234,-484.549591,-1174.010376,1,601.687195,587.644958
0.101562,-484.630798,-1173.551636,1,601.964111,587.702881
0.101562,-484.713348,-1173.086792,1,650.214172,586.66333
0.101562,-484.796783,-1172.618774,1,672.215393,612.708862
0.103516,-484.882294,-1172.140503,1,680.66333,610.34729
0.103516,-484.967804,-1171.664062,1,679.656738,613.101562
0.105469,-485.056946,-1171.170776,1,680.333374,612.32135
0.107422,-485.146576,-1170.677002,1,590.628906,577.352417
0.105469,-485.23645,-1170.185669,1,590.34314,570.776855
0.103516,-485.323883,-1169.711914,1,588.459534,573.109009
0.103516,-485.411804,-1169.23938,1,586.489258,573.522095
0.101562,-485.498688,-1168.776489,1,589.026794,558.648254
0.101562,-485.584167,-1168.324829,1,585.455261,561.279053
0.119141,-485.684906,-1167.797119,1,572.905151,559.61084
0.101562,-485.770203,-1167.353516,1,299.60202,487.452515
0.103516,-485.857635,-1166.902344,1,296.982147,488.857117
0.101562,-485.942078,-1166.469238,1,957.103516,643.708252
0.101562,-486.025146,-1166.046753,1,967.235779,643.640503
0.101562,-486.108582,-1165.625366,1,1322.761597,735.393982
0.105469,-486.193787,-1165.199463,1,1327.286377,741.09259
0.101562,-486.27652,-1164.789551,1,692.297852,567.541504
0.103516,-486.360199,-1164.378906,1,691.089111,565.309204
0.105469,-486.444,-1163.971436,1,602.403748,563.382324
0.105469,-486.527863,-1163.566772,1,595.051514,572.536377
0.101562,-486.608398,-1163.18042,1,599.254639,568.294189
0.103516,-486.690918,-1162.787598,1,601.472412,554.844055
0.101562,-486.771362,-1162.405884,1,597.675293,554.380859
0.113281,-486.859802,-1161.988281,1,655.891052,547.476685
0.109375,-486.945007,-1161.588867,1,656.775024,547.796143
0.105469,-487.027069,-1161.20813,1,660.623108,555.714294
0.101562,-487.106567,-1160.842407,1,663.001831,548.897339
0.103516,-487.186859,-1160.477173,1,642.092224,545.641357
0.101562,-487.266602,-1160.11853,1,582.406677,562.808228
0.101562,-487.346527,-1159.762573,1,584.268677,561.623779
0.117188,-487.438171,-1159.358765,1,582.212891,561.984985
0.113281,-487.528351,-1158.966431,1,638.3396,586.098145
0.101562,-487.607117,-1158.626953,1,662.432556,602.091797
0.113281,-487.697144,-1158.242798,1,669.151184,588.714233
0.113281,-487.786774,-1157.863403,1,1219.732422,233.892334
0.117188,-487.878998,-1157.477295,1,1257.202271,183.26532
0.101562,-487.958801,-1157.146118,1,1264.516113,178.601135
0.109375,-488.045319,-1156.790283,1,1301.713135,169.69751
0.107422,-488.1297,-1156.446655,1,1315.147583,105.636047
0.103516,-488.212158,-1156.112915,1,567.011963,365.001587
0.103516,-488.292755,-1155.789917,1,660.480225,369.371826
0.101562,-488.373627,-1155.469116,1,663.471558,490.04657
0.103516,-488.454376,-1155.152222,1,662.361938,491.584106
