time_step,pos_x,pos_z,eye_pos_valid,eye_pos_x,eye_pos_y
0,-420.939941,-476.27002,1,870.308838,425.070923
0.105042,-420.936096,-476.272736,1,853.975037,424.705353
0.108215,-420.934845,-476.27359,1,903.447205,395.455475
0.105835,-420.935303,-476.273254,1,900.469666,408.87915
0.106445,-420.93634,-476.272522,1,900.634827,405.179871
0.110779,-420.936462,-476.27243,1,918.671326,296.723511
0.10614,-420.935608,-476.27301,1,998.359497,242.05246
0.107727,-420.934967,-476.273499,1,1325.543945,114.290977
0.101196,-420.935028,-476.273499,1,1297.788574,189.845551
0.106689,-420.935516,-476.273132,1,1293.741943,205.827087
0.106689,-420.935913,-476.272888,1,1294.906006,208.714355
0.107056,-420.935852,-476.272888,1,1302.864502,77.258049
0.107666,-420.935547,-476.273132,1,1296.5271,103.981812
0.106873,-420.935333,-476.273224,1,1292.024292,123.455727
0.100464,-420.935333,-476.273224,1,1166.157104,433.804871
0.100403,-420.935394,-476.273193,1,1164.60144,429.527527
0.102295,-420.935455,-476.273132,1,1052.941284,412.675842
0.104492,-420.935486,-476.273132,1,1050.180664,409.046936
0.100342,-420.935455,-476.273132,1,1294.058716,177.928406
0.10791,-420.935394,-476.273132,1,1297.172119,220.819244
0.105347,-420.935394,-476.273163,1,1300.134521,230.784119
0.101624,-420.935425,-476.273163,1,895.477051,230.98468
0.107849,-420.935425,-476.273163,1,889.338379,223.024475
0.104309,-420.935455,-476.273163,1,1073.241333,586.106506
0.10199,-420.935425,-476.273163,1,1647.535889,761.269592
0.105713,-420.935425,-476.273163,1,1647.535889,761.269592
0.107361,-420.935425,-476.273163,1,1647.535889,761.269592
0.102722,-420.935425,-476.273163,1,1647.535889,761.269592
0.100586,-420.935425,-476.273132,1,1647.535889,761.269592
0.107239,-420.935425,-476.273163,0,0,0
0.102966,-420.935425,-476.273163,0,0,0
0.102966,-420.935425,-476.273163,0,0,0
0.103088,-420.935425,-476.273163,0,0,0
0.10321,-420.935425,-476.273163,0,0,0
0.104736,-420.935425,-476.273163,1,1551.291504,875.209839
0.103638,-420.935425,-476.273163,1,1551.291504,875.209839
0.109436,-420.935425,-476.273163,1,1429.875732,162.512543
0.104004,-420.935303,-476.273285,1,1502.636963,208.973938
0.104248,-420.933929,-476.27417,1,1382.919922,164.916199
0.104492,-420.930756,-476.276398,1,1389.618896,174.072327
0.107788,-420.925446,-476.28009,1,1389.190796,186.953262
0.100464,-420.91861,-476.284821,1,1314.892456,102.185211
0.105713,-420.909546,-476.291138,1,1321.594482,99.653183
0.105408,-420.898651,-476.298645,1,1310.023071,101.652588
0.102539,-420.886383,-476.30719,1,1302.231201,97.664124
0.107239,-420.871704,-476.317413,1,1298.908691,93.401062
0.101624,-420.856018,-476.328308,1,1296.679321,92.961212
0.101196,-420.838745,-476.340302,1,1366.619873,200.364502
0.106201,-420.818878,-476.354126,1,1394.205688,206.663223
0.108765,-420.796661,-476.369507,1,1422.210938,212.005539
0.100708,-420.774414,-476.384918,1,1311.970215,108.202171
0.100098,-420.750763,-476.401337,1,1310.759155,108.095032
0.10553,-420.724213,-476.4198,1,1334.966675,94.129814
0.106506,-420.695648,-476.439606,1,1361.894653,84.743217
0.101746,-420.666779,-476.459656,1,1364.36438,86.459396
0.103516,-420.635864,-476.48114,1,1389.368896,75.847023
0.104431,-420.603088,-476.503876,1,1382.394409,74.049004
0.105225,-420.56839,-476.527954,1,1266.63147,152.789383
0.100342,-420.533844,-476.551941,1,972.675171,315.093201
0.108215,-420.494965,-476.578979,1,974.796082,315.613312
0.105652,-420.455444,-476.606415,1,970.308228,320.814301
0.107849,-420.413483,-476.63562,1,971.605042,318.116302
0.108276,-420.36969,-476.666046,1,969.781494,316.947388
0.101013,-420.327423,-476.695465,1,864.896545,245.954895
0.105103,-420.281952,-476.727142,1,869.109375,249.891388
0.101746,-420.236542,-476.758789,1,867.639587,251.16275
0.106995,-420.187256,-476.79306,1,869.583374,247.897003
0.100586,-420.139618,-476.826263,1,834.684509,248.716812
0.106812,-420.087524,-476.862518,1,817.275269,255.685913
0.106323,-420.03421,-476.899658,1,831.278015,243.670547
0.106506,-419.97934,-476.937836,1,842.820801,231.415482
0.106445,-419.923096,-476.97702,1,846.664795,232.54689
0.100586,-419.868622,-477.014923,1,1292.6427,139.230133
0.100403,-419.812927,-477.05365,1,1303.682983,139.856247
0.102844,-419.754669,-477.094238,1,1301.58313,139.64534
0.106689,-419.692749,-477.137299,1,1301.8302,138.363739
0.105957,-419.629944,-477.18103,1,1210.869263,119.945847
0.10022,-419.569244,-477.223297,1,871.834534,223.209595
0.106201,-419.503479,-477.269073,1,871.237732,222.409668
0.100464,-419.43988,-477.313354,1,859.685059,224.142227
0.101562,-419.373962,-477.359314,1,845.629517,221.34761
0.106567,-419.302765,-477.408936,1,847.872498,231.473068
0.107666,-419.228119,-477.460968,1,845.858398,228.519928
0.107422,-419.150024,-477.515442,1,845.402588,227.778763
0.105225,-419.068665,-477.572174,1,846.181946,226.495392
0.10022,-418.985352,-477.63028,1,845.680115,237.61319
0.108215,-418.886658,-477.699005,1,903.940613,341.796082
0.108276,-418.776398,-477.77594,1,908.504761,342.947449
