,0,1,2,3,4,5
0,0.0,-315.390014648438,1173.16003417969,1.0,532.2143059577804,111.63040728508423
1,0.109375,-315.39306640625,1173.16491699219,0.0,169.6487847175465,61.34076876579712
2,0.11328125,-315.39892578125,1173.17358398438,1.0,833.7872734870775,494.19849581657814
3,0.103515625,-315.402099609375,1173.17761230469,1.0,937.3846245612965,555.8278903478281
4,0.1015625,-315.402313232422,1173.17651367188,1.0,940.8268853034845,554.2911166661881
5,0.10546875,-315.400909423828,1173.17370605469,1.0,1062.8913994636405,515.6308688634531
6,0.10546875,-315.399627685547,1173.17199707031,1.0,1150.2879448737965,491.86670870720314
7,0.107421875,-315.399200439453,1173.17224121094,1.0,1061.5299492683275,347.6787814611091
8,0.103515625,-315.399261474609,1173.17346191406,1.0,1064.4635430183275,361.1984347814221
9,0.103515625,-315.399627685547,1173.17443847656,1.0,911.8840142097345,316.4326571935311
10,0.1015625,-315.400054931641,1173.17504882812,1.0,924.8091240730155,303.1944522374771
11,0.11328125,-315.400512695312,1173.17541503906,1.0,1424.7532769050465,138.30339236198853
12,0.111328125,-315.400665283203,1173.17529296875,1.0,1416.1027642097365,140.22017855583624
13,0.115234375,-315.400573730469,1173.17529296875,1.0,1389.4035454597365,118.45222277580692
14,0.109375,-315.400543212891,1173.17529296875,1.0,1540.5674858894265,84.03561015068482
15,0.11328125,-315.400634765625,1173.17578125,1.0,1532.9745903816065,81.18198962151003
16,0.11328125,-315.400726318359,1173.17651367188,1.0,1509.1620903816065,75.06988806663942
17,0.103515625,-315.400970458984,1173.17687988281,1.0,1427.7700005378565,175.83178896843413
18,0.115234375,-315.400970458984,1173.17687988281,1.0,1421.1678276862965,244.4986056798591
19,0.11328125,-315.400970458984,1173.1767578125,1.0,1431.5429497566065,248.23259921013312
20,0.111328125,-315.401123046875,1173.1767578125,1.0,1413.9377251472365,-15.380529451976273
21,0.11328125,-315.401245117188,1173.1767578125,1.0,1365.8676567878565,104.86542315422483
22,0.109375,-315.401428222656,1173.1767578125,1.0,1425.9288140144265,326.25803561150013
23,0.1015625,-315.401580810547,1173.1767578125,1.0,1425.6702690925465,344.30356783806315
24,0.11328125,-315.401763916016,1173.1767578125,1.0,1424.4911919441065,348.1518039220471
25,0.115234375,-315.401947021484,1173.1767578125,1.0,1430.8943901862965,339.4831027501721
26,0.111328125,-315.402099609375,1173.1767578125,1.0,1427.6762505378565,340.22297091423513
27,0.115234375,-315.402313232422,1173.1767578125,1.0,1501.5521050300465,295.27378268181315
28,0.115234375,-315.402465820312,1173.1767578125,1.0,1504.6943169441065,294.46099276482016
29,0.11328125,-315.402648925781,1173.1767578125,1.0,1499.5617485847365,293.84234042107016
30,0.11328125,-315.402801513672,1173.1767578125,1.0,1556.0468560066065,294.6168918126721
31,0.111328125,-315.402984619141,1173.1767578125,1.0,1553.1454888191065,299.3319034093521
32,0.111328125,-315.403137207031,1173.1767578125,1.0,1556.7010308112965,299.09984774528914
33,0.1015625,-315.4033203125,1173.1767578125,1.0,1555.6033745612965,290.7452640050551
34,0.115234375,-315.403472900391,1173.1767578125,1.0,1503.4451714362965,289.0400790685311
35,0.109375,-315.403717041016,1173.17724609375,1.0,1436.4510308112965,290.64988131462513
36,0.115234375,-315.404327392578,1173.17846679688,1.0,1441.0849419441065,291.18943209587513
37,0.11328125,-315.405639648438,1173.18127441406,1.0,1478.6497612800465,300.58379549919516
38,0.103515625,-315.407531738281,1173.18505859375,1.0,1213.9477349128565,418.3463840001721
39,0.11328125,-315.410858154297,1173.19189453125,1.0,1060.0298271980155,473.35059542595314
40,0.1015625,-315.415100097656,1173.20056152344,1.0,1057.6072197761405,473.8674716466561
41,0.1015625,-315.420593261719,1173.21179199219,1.0,1056.8810234870775,471.55176730095314
42,0.1015625,-315.427307128906,1173.22546386719,1.0,1056.3331719245775,476.6008700841561
43,0.11328125,-315.436187744141,1173.24340820312,1.0,1057.0624810066086,478.82984347282814
44,0.11328125,-315.446685791016,1173.2646484375,1.0,1058.2191582527025,474.92405123650013
45,0.11328125,-315.458709716797,1173.28894042969,1.0,1062.8798027839525,472.83814425407814
46,0.11328125,-315.472259521484,1173.31628417969,1.0,1059.6059380378586,464.52173800407814
47,0.115234375,-315.487274169922,1173.34704589844,1.0,1057.8746758308275,467.9698581212661
48,0.11328125,-315.503784179688,1173.38024902344,1.0,1058.3943901862965,468.14829440056315
49,0.111328125,-315.52197265625,1173.41711425781,1.0,1061.7139702644215,474.0660800450941
50,0.115234375,-315.542236328125,1173.45825195312,1.0,1056.7764092292655,469.79425997673513
51,0.109375,-315.563934326172,1173.50231933594,1.0,1059.5695000495775,463.79474825798513
52,0.1015625,-315.586242675781,1173.54736328125,1.0,1060.1641655769215,465.03644747673513
53,0.1015625,-315.611175537109,1173.59753417969,1.0,1058.8431816902025,468.3365573400161
54,0.1171875,-315.642974853516,1173.66149902344,1.0,1061.7028008308275,462.2736300939221
55,0.111328125,-315.678192138672,1173.73266601562,1.0,1113.0985527839525,479.1227206700941
56,0.1015625,-315.714416503906,1173.80578613281,1.0,1194.4533501472365,502.13508028923513
57,0.115234375,-315.762847900391,1173.9033203125,1.0,1191.0380059089566,496.48859591423513
58,0.115234375,-315.821472167969,1174.021484375,1.0,1185.4321709480164,505.26499361931315
59,0.1171875,-315.894561767578,1174.1689453125,1.0,1184.0261040534865,499.6216525548591
60,0.1015625,-315.971801757812,1174.32458496094,1.0,1168.2222710456715,480.97950167595314
61,0.115234375,-316.078704833984,1174.53991699219,1.0,1153.1302910652025,344.88669772087513
62,0.111328125,-316.204132080078,1174.7919921875,1.0,1155.5605889167655,486.2038974279061
63,0.115234375,-316.353393554688,1175.09228515625,1.0,1154.0774346198905,483.5393466466561
64,0.109375,-316.519012451172,1175.42529296875,1.0,1160.8462334480155,480.83204073845314
65,0.11328125,-316.708129882812,1175.80517578125,1.0,1162.3205376472345,479.28537936150013
66,0.11328125,-316.915802001953,1176.22131347656,1.0,1161.2981377448905,491.5123385900161
67,0.1015625,-317.1201171875,1176.62976074219,1.0,1003.1396294441086,549.1512851232192
68,0.10546875,-317.350067138672,1177.08862304688,1.0,1159.5524712409845,482.35886568962513
69,0.1171875,-317.619598388672,1177.6259765625,1.0,1162.1804619636405,480.1712741368911
70,0.11328125,-317.900970458984,1178.1865234375,1.0,1170.7196465339566,489.39060397087513
71,0.111328125,-318.185485839844,1178.7529296875,1.0,1125.1033745612965,489.2125949376721
72,0.109375,-318.474426269531,1179.33081054688,1.0,1109.5565605964525,492.6535129064221
73,0.111328125,-318.775787353516,1179.939453125,1.0,1111.7942925300465,487.7090548986091
74,0.109375,-319.073364257812,1180.54736328125,1.0,1112.1065483894215,493.5645846837661
75,0.11328125,-319.391540527344,1181.20581054688,1.0,1115.8939629402025,485.6129855626721
76,0.109375,-319.706451416016,1181.86499023438,1.0,1116.4228936042655,488.52979464470314
77,0.115234375,-320.038208007812,1182.56701660156,1.0,1117.2794609870775,475.38791842400013
78,0.109375,-320.366668701172,1183.27087402344,1.0,1185.6901055183266,480.79380221306315
79,0.11328125,-320.714538574219,1184.02587890625,1.0,1190.4600029792664,488.73777193962513
80,0.111328125,-321.069763183594,1184.80908203125,1.0,1190.4879570808266,469.7443332189221
81,0.1171875,-321.445922851562,1185.65539550781,1.0,1189.9211846198864,479.70823092400013
82,0.109375,-321.803070068359,1186.47631835938,1.0,1189.4710503425465,475.4018039220471
83,0.111328125,-322.178497314453,1187.36096191406,1.0,1193.2892266120766,473.05256075798513
