,0,1,2,3,4,5
0,0.0,-420.940002,-476.269989,1.0,861.3254841461655,443.2002393550076
1,0.104797,-420.936462,-476.27243,1.0,874.0724321461655,436.4483163550076
2,0.106323,-420.935211,-476.273315,1.0,870.3613721461655,432.2263623550076
3,0.1073,-420.934937,-476.273438,1.0,869.2058551461655,428.0702033550076
4,0.106812,-420.935608,-476.272949,1.0,1348.7393631461655,249.8076913550076
5,0.105652,-420.936462,-476.272369,1.0,1361.7852611461656,260.8629583550076
6,0.104675,-420.936615,-476.272308,1.0,1076.7172681461657,479.03138535500756
7,0.103149,-420.935913,-476.272705,1.0,1074.4747151461656,471.68848935500756
8,0.104065,-420.935028,-476.273376,1.0,1181.0670001461656,392.1800363550076
9,0.100891,-420.934723,-476.273651,1.0,1416.3741291461656,166.53176635500762
10,0.106384,-420.934937,-476.273468,1.0,1401.4313801461656,165.6625803550076
11,0.102112,-420.934906,-476.273499,1.0,1373.7597491461656,173.9885083550076
12,0.108582,-420.934814,-476.27359,1.0,1009.9755081461656,340.0139903550076
13,0.107666,-420.934753,-476.27359,1.0,1016.1040481461655,349.8534983550076
14,0.102539,-420.934753,-476.27359,1.0,1017.3318311461655,335.70606735500763
15,0.101868,-420.934814,-476.27356,1.0,930.1327351461655,302.87415835500764
16,0.102112,-420.934845,-476.273529,1.0,932.5655351461655,316.2634403550076
17,0.10498,-420.934845,-476.273499,1.0,1030.8984211461657,322.1882453550076
18,0.101013,-420.934845,-476.27356,1.0,1450.0868971461655,290.3788583550076
19,0.108154,-420.934814,-476.27359,1.0,1445.4346751461655,292.7055793550076
20,0.106812,-420.934814,-476.27356,1.0,1446.1501301461656,295.8398873550076
21,0.10199,-420.934814,-476.27359,1.0,1441.0232991461655,292.6595593550076
22,0.101562,-420.934814,-476.27356,1.0,1452.0490551461655,297.1844003550076
23,0.107117,-420.934814,-476.273529,1.0,1445.1072831461656,297.46397135500763
24,0.101196,-420.934814,-476.27359,1.0,1451.0871411461655,300.0624823550076
25,0.105774,-420.934814,-476.27356,1.0,1454.9654371461656,298.6843693550076
26,0.108643,-420.934814,-476.27356,1.0,1447.2540111461656,265.43494935500763
27,0.101501,-420.934814,-476.27356,1.0,1450.9140461461654,269.3343023550076
28,0.10675,-420.934814,-476.27356,1.0,1452.0491771461654,266.8767223550076
29,0.103638,-420.934814,-476.27356,1.0,1445.7056721461656,272.40128835500764
