,0,1,2,3,4,5
0,0.0,-464.549988,-1216.650024,1.0,1188.0540660756683,406.20485334968896
1,0.104614,-464.552765,-1216.647827,1.0,1212.2392460756682,388.85899734968893
2,0.103882,-464.553711,-1216.647095,1.0,1203.2975960756685,391.95787434968895
3,0.10083,-464.553802,-1216.646851,1.0,970.0093880756684,326.928409349689
4,0.101685,-464.553253,-1216.647339,1.0,976.6996960756685,337.01312634968895
5,0.101685,-464.55249,-1216.647827,1.0,1339.0595590756684,210.76514834968896
6,0.101196,-464.552246,-1216.648071,1.0,1342.3480110756686,216.53761634968896
7,0.101807,-464.552734,-1216.647583,1.0,1337.8959850756682,216.93265134968897
8,0.100464,-464.553558,-1216.647095,1.0,1331.2258190756684,214.53182634968897
9,0.100586,-464.553955,-1216.646729,1.0,1298.0800670756685,216.34214434968897
10,0.101196,-464.553619,-1216.646973,1.0,1297.2343640756685,216.98669834968894
11,0.104858,-464.552887,-1216.647705,1.0,1317.4565320756683,266.64275734968896
12,0.10437,-464.552429,-1216.648071,1.0,1338.5176890756684,298.51442334968897
13,0.10144,-464.552551,-1216.648071,1.0,1355.2868540756685,316.54207234968897
14,0.100586,-464.553009,-1216.647461,1.0,1357.4844860756684,307.436924349689
15,0.102051,-464.553345,-1216.647217,1.0,1097.3449590756686,419.66634034968894
16,0.100952,-464.553345,-1216.647095,1.0,1096.2999150756687,425.39476434968896
17,0.102783,-464.55307,-1216.647217,1.0,1097.0544320756685,420.96876934968896
18,0.105957,-464.552795,-1216.647217,1.0,1097.8010140756683,414.781147349689
19,0.102905,-464.552704,-1216.647217,1.0,1334.2039680756684,248.64478634968896
20,0.107666,-464.552887,-1216.647339,1.0,1355.7597540756683,269.0697823496889
21,0.103882,-464.55304,-1216.647217,1.0,1363.7209360756683,295.7646213496889
22,0.105225,-464.55307,-1216.647217,1.0,1393.3422740756682,303.23601134968897
23,0.106201,-464.55307,-1216.647217,1.0,1422.6192510756687,285.71165834968895
24,0.105225,-464.55307,-1216.647217,1.0,1412.1341440756682,289.63106134968893
25,0.105713,-464.55304,-1216.647217,1.0,1410.2277720756683,297.185932349689
26,0.105469,-464.55304,-1216.647217,1.0,1409.6501350756685,284.21483234968895
27,0.102417,-464.553009,-1216.647095,1.0,1393.7834360756683,330.71797534968897
28,0.106445,-464.55307,-1216.647217,1.0,1376.2005500756686,286.82657234968894
29,0.105957,-464.55307,-1216.647217,1.0,1377.1583140756684,291.49187134968895
30,0.105103,-464.55307,-1216.647217,1.0,1376.9324840756685,284.6121103496889
31,0.106567,-464.55307,-1216.647217,1.0,1394.4694710756685,286.79835934968895
32,0.100952,-464.55304,-1216.647217,1.0,1416.5378300756684,281.4826543496889
33,0.100098,-464.55304,-1216.647095,1.0,1424.9398080756682,281.392078349689
34,0.103882,-464.55304,-1216.647217,1.0,1414.7266730756683,273.89366534968894
35,0.104126,-464.55307,-1216.647217,1.0,1416.6484260756683,275.40798534968894
36,0.104248,-464.55307,-1216.647217,1.0,1422.3647350756682,277.25519134968897
37,0.103882,-464.55304,-1216.647217,1.0,1422.6918830756686,273.93162134968895
38,0.105347,-464.553253,-1216.647217,1.0,1422.1813850756685,281.9825173496889
39,0.103271,-464.553833,-1216.646729,1.0,1211.2353400756683,293.79430034968897
40,0.101807,-464.555267,-1216.645508,1.0,1047.7222180756685,316.8336983496889
41,0.10437,-464.558105,-1216.643311,1.0,987.1733280756685,314.66299834968896
42,0.103394,-464.562592,-1216.639771,1.0,916.7431530756685,301.9602703496889
43,0.103394,-464.568726,-1216.634521,1.0,917.9233900756684,301.23004534968896
44,0.102539,-464.576508,-1216.628296,1.0,920.8182260756685,302.43098834968896
45,0.102417,-464.585876,-1216.620728,1.0,920.1533700756685,305.809848349689
46,0.103638,-464.596893,-1216.611694,1.0,910.6221810756684,305.006946349689
47,0.102295,-464.609253,-1216.601685,1.0,1104.3482550756685,387.82283434968895
48,0.105835,-464.623718,-1216.589844,1.0,1099.2753790756683,380.10074234968897
49,0.105835,-464.63974,-1216.576904,1.0,1100.4673960756686,388.5678443496889
50,0.105347,-464.657318,-1216.562622,1.0,1093.2419320756685,387.78718934968896
51,0.10498,-464.676361,-1216.547119,1.0,1098.5768930756685,392.99119934968894
52,0.10498,-464.696991,-1216.530396,1.0,1099.1946910756683,396.74617334968895
53,0.10498,-464.719177,-1216.512207,1.0,1097.3840220756683,396.75137734968894
54,0.106079,-464.743286,-1216.492432,1.0,1101.8453260756683,402.2693523496889
55,0.104126,-464.768585,-1216.47168,1.0,1107.7730600756686,402.77507434968896
56,0.103882,-464.795715,-1216.449341,1.0,1100.8477670756683,404.69820034968893
57,0.106079,-464.825714,-1216.424805,1.0,1100.3035780756686,403.159412349689
58,0.103271,-464.857849,-1216.398682,1.0,1000.9341930756684,300.8206363496889
59,0.101196,-464.893799,-1216.369141,1.0,1008.2323490756685,298.88272434968894
60,0.102539,-464.938019,-1216.33313,1.0,1026.8560070756685,328.102039349689
61,0.100342,-464.9935,-1216.287476,1.0,1030.0757330756685,324.59865234968896
62,0.105957,-465.07132,-1216.223389,1.0,1035.3852430756683,320.20244234968897
63,0.105713,-465.175659,-1216.137817,1.0,1074.8463020756685,354.49502934968893
64,0.105469,-465.310516,-1216.026733,1.0,1115.1373180756686,393.650943349689
65,0.103271,-465.473846,-1215.891968,1.0,1120.5845830756684,390.75610734968893
66,0.107422,-465.677002,-1215.723999,1.0,1119.4651990756684,384.481998349689
67,0.104126,-465.906433,-1215.533936,1.0,1117.9299200756686,386.41653834968895
